Emoji;Python;Elasticsearch;Java;C#_with_surrogate;C#_without_surrogate
🚵🏿‍♂️;5;7;7;7;5
🚵🏿‍♂;4;6;6;6;4
🚵‍♀️;4;5;5;5;4
🚵🏻‍♀️;5;7;7;7;5
🚵🏼‍♀️;5;7;7;7;5
🚵🏽‍♀️;5;7;7;7;5
🚵🏾‍♀️;5;7;7;7;5
🚵🏿‍♀️;5;7;7;7;5
🤸;1;2;2;2;1
🤸🏻;2;4;4;4;2
🤸🏼;2;4;4;4;2
🤸🏽;2;4;4;4;2
🤸🏾;2;4;4;4;2
🤸🏿;2;4;4;4;2
🤸‍♂️;4;5;5;5;4
🤸‍♂;3;4;4;4;3
🤸🏻‍♂️;5;7;7;7;5
🤸🏻‍♂;4;6;6;6;4
🤸🏼‍♂️;5;7;7;7;5
🤸🏼‍♂;4;6;6;6;4
🤸🏽‍♂️;5;7;7;7;5
🤸🏽‍♂;4;6;6;6;4
🤸🏾‍♂️;5;7;7;7;5
🤸🏾‍♂;4;6;6;6;4
🤸🏿‍♂️;5;7;7;7;5
🤸🏿‍♂;4;6;6;6;4
🤸‍♀️;4;5;5;5;4
🤸‍♀;3;4;4;4;3
🤸🏻‍♀️;5;7;7;7;5
🤸🏻‍♀;4;6;6;6;4
🤸🏼‍♀️;5;7;7;7;5
🤸🏼‍♀;4;6;6;6;4
🤸🏽‍♀️;5;7;7;7;5
🤸🏽‍♀;4;6;6;6;4
🤸🏾‍♀️;5;7;7;7;5
🤸🏾‍♀;4;6;6;6;4
🤸🏿‍♀️;5;7;7;7;5
🤸🏿‍♀;4;6;6;6;4
🤼;1;2;2;2;1
🤼‍♂️;4;5;5;5;4
🤼‍♂;3;4;4;4;3
🤼‍♀️;4;5;5;5;4
🤼‍♀;3;4;4;4;3
🤽;1;2;2;2;1
🤽🏻;2;4;4;4;2
🤽🏼;2;4;4;4;2
🤽🏽;2;4;4;4;2
🤽🏾;2;4;4;4;2
🤽🏿;2;4;4;4;2
🤽‍♂️;4;5;5;5;4
🤽‍♂;3;4;4;4;3
🤽🏻‍♂️;5;7;7;7;5
🤽🏻‍♂;4;6;6;6;4
🤽🏼‍♂️;5;7;7;7;5
🤽🏼‍♂;4;6;6;6;4
🤽🏽‍♂️;5;7;7;7;5
🤽🏽‍♂;4;6;6;6;4
🤽🏾‍♂️;5;7;7;7;5
🤽🏾‍♂;4;6;6;6;4
🤽🏿‍♂️;5;7;7;7;5
🤽🏿‍♂;4;6;6;6;4
🤽‍♀️;4;5;5;5;4
🤽‍♀;3;4;4;4;3
🤽🏻‍♀️;5;7;7;7;5
🤽🏻‍♀;4;6;6;6;4
🤽🏼‍♀️;5;7;7;7;5
🤽🏼‍♀;4;6;6;6;4
🤽🏽‍♀️;5;7;7;7;5
🤽🏽‍♀;4;6;6;6;4
🤽🏾‍♀️;5;7;7;7;5
🤽🏾‍♀;4;6;6;6;4
🤽🏿‍♀️;5;7;7;7;5
🤽🏿‍♀;4;6;6;6;4
🤾;1;2;2;2;1
🤾🏻;2;4;4;4;2
🤾🏼;2;4;4;4;2
🤾🏽;2;4;4;4;2
🤾🏾;2;4;4;4;2
🤾🏿;2;4;4;4;2
🤾‍♂️;4;5;5;5;4
🤾‍♂;3;4;4;4;3
🤾🏻‍♂️;5;7;7;7;5
🤾🏻‍♂;4;6;6;6;4
🤾🏼‍♂️;5;7;7;7;5
🤾🏼‍♂;4;6;6;6;4
🤾🏽‍♂️;5;7;7;7;5
🤾🏽‍♂;4;6;6;6;4
🤾🏾‍♂️;5;7;7;7;5
🤾🏾‍♂;4;6;6;6;4
🤾🏿‍♂️;5;7;7;7;5
🤾🏿‍♂;4;6;6;6;4
🤾‍♀️;4;5;5;5;4
🤾‍♀;3;4;4;4;3
🤾🏻‍♀️;5;7;7;7;5
🤾🏻‍♀;4;6;6;6;4
🤾🏼‍♀️;5;7;7;7;5
🤾🏼‍♀;4;6;6;6;4
🤾🏽‍♀️;5;7;7;7;5
🤾🏽‍♀;4;6;6;6;4
🤾🏾‍♀️;5;7;7;7;5
🤾🏾‍♀;4;6;6;6;4
🤾🏿‍♀️;5;7;7;7;5
🤾🏿‍♀;4;6;6;6;4
🤹;1;2;2;2;1
🤹🏻;2;4;4;4;2
🤹🏼;2;4;4;4;2
🤹🏽;2;4;4;4;2
🤹🏾;2;4;4;4;2
🤹🏿;2;4;4;4;2
🤹‍♂️;4;5;5;5;4
🤹‍♂;3;4;4;4;3
🤹🏻‍♂️;5;7;7;7;5
🤹🏻‍♂;4;6;6;6;4
🤹🏼‍♂️;5;7;7;7;5
🤹🏼‍♂;4;6;6;6;4
🤹🏽‍♂️;5;7;7;7;5
🤹🏽‍♂;4;6;6;6;4
🤹🏾‍♂️;5;7;7;7;5
🤹🏾‍♂;4;6;6;6;4
🤹🏿‍♂️;5;7;7;7;5
🤹🏿‍♂;4;6;6;6;4
🤹‍♀️;4;5;5;5;4
🤹‍♀;3;4;4;4;3
🤹🏻‍♀️;5;7;7;7;5
🤹🏻‍♀;4;6;6;6;4
🤹🏼‍♀️;5;7;7;7;5
🤹🏼‍♀;4;6;6;6;4
🤹🏽‍♀️;5;7;7;7;5
🤹🏽‍♀;4;6;6;6;4
🤹🏾‍♀️;5;7;7;7;5
🤹🏾‍♀;4;6;6;6;4
🤹🏿‍♀️;5;7;7;7;5
🤹🏿‍♀;4;6;6;6;4
🧘;1;2;2;2;1
🧘🏻;2;4;4;4;2
🧘🏼;2;4;4;4;2
🧘🏽;2;4;4;4;2
🧘🏾;2;4;4;4;2
🧘🏿;2;4;4;4;2
🧘‍♂️;4;5;5;5;4
🧘‍♂;3;4;4;4;3
🧘🏻‍♂️;5;7;7;7;5
🧘🏻‍♂;4;6;6;6;4
🧘🏼‍♂️;5;7;7;7;5
🧘🏼‍♂;4;6;6;6;4
🧘🏽‍♂️;5;7;7;7;5
🧘🏽‍♂;4;6;6;6;4
🧘🏾‍♂️;5;7;7;7;5
🧘🏾‍♂;4;6;6;6;4
🧘🏿‍♂️;5;7;7;7;5
🧘🏿‍♂;4;6;6;6;4
🧘‍♀️;4;5;5;5;4
🧘‍♀;3;4;4;4;3
🧘🏻‍♀️;5;7;7;7;5
🧘🏻‍♀;4;6;6;6;4
🧘🏼‍♀️;5;7;7;7;5
🧘🏼‍♀;4;6;6;6;4
🧘🏽‍♀️;5;7;7;7;5
🧘🏽‍♀;4;6;6;6;4
🧘🏾‍♀️;5;7;7;7;5
🧘🏾‍♀;4;6;6;6;4
🧘🏿‍♀️;5;7;7;7;5
🧘🏿‍♀;4;6;6;6;4
🛌🏻;2;4;4;4;2
🛌🏼;2;4;4;4;2
🛌🏽;2;4;4;4;2
🛌🏾;2;4;4;4;2
🛌🏿;2;4;4;4;2
🧑‍🤝‍🧑;5;8;8;8;5
🧑🏻‍🤝‍🧑🏻;7;12;12;12;7
🧑🏻‍🤝‍🧑🏼;7;12;12;12;7
🧑🏻‍🤝‍🧑🏽;7;12;12;12;7
🧑🏻‍🤝‍🧑🏾;7;12;12;12;7
🧑🏻‍🤝‍🧑🏿;7;12;12;12;7
🧑🏼‍🤝‍🧑🏻;7;12;12;12;7
🧑🏼‍🤝‍🧑🏼;7;12;12;12;7
🧑🏼‍🤝‍🧑🏽;7;12;12;12;7
🧑🏼‍🤝‍🧑🏾;7;12;12;12;7
🧑🏼‍🤝‍🧑🏿;7;12;12;12;7
🧑🏽‍🤝‍🧑🏻;7;12;12;12;7
🧑🏽‍🤝‍🧑🏼;7;12;12;12;7
🧑🏽‍🤝‍🧑🏽;7;12;12;12;7
🧑🏽‍🤝‍🧑🏾;7;12;12;12;7
🧑🏽‍🤝‍🧑🏿;7;12;12;12;7
🧑🏾‍🤝‍🧑🏻;7;12;12;12;7
🧑🏾‍🤝‍🧑🏼;7;12;12;12;7
🧑🏾‍🤝‍🧑🏽;7;12;12;12;7
🧑🏾‍🤝‍🧑🏾;7;12;12;12;7
🧑🏾‍🤝‍🧑🏿;7;12;12;12;7
🧑🏿‍🤝‍🧑🏻;7;12;12;12;7
🧑🏿‍🤝‍🧑🏼;7;12;12;12;7
🧑🏿‍🤝‍🧑🏽;7;12;12;12;7
🧑🏿‍🤝‍🧑🏾;7;12;12;12;7
🧑🏿‍🤝‍🧑🏿;7;12;12;12;7
👭🏻;2;4;4;4;2
👩🏻‍🤝‍👩🏼;7;12;12;12;7
👩🏻‍🤝‍👩🏽;7;12;12;12;7
👩🏻‍🤝‍👩🏾;7;12;12;12;7
👩🏻‍🤝‍👩🏿;7;12;12;12;7
👩🏼‍🤝‍👩🏻;7;12;12;12;7
👭🏼;2;4;4;4;2
👩🏼‍🤝‍👩🏽;7;12;12;12;7
👩🏼‍🤝‍👩🏾;7;12;12;12;7
👩🏼‍🤝‍👩🏿;7;12;12;12;7
👩🏽‍🤝‍👩🏻;7;12;12;12;7
👩🏽‍🤝‍👩🏼;7;12;12;12;7
👭🏽;2;4;4;4;2
👩🏽‍🤝‍👩🏾;7;12;12;12;7
👩🏽‍🤝‍👩🏿;7;12;12;12;7
👩🏾‍🤝‍👩🏻;7;12;12;12;7
👩🏾‍🤝‍👩🏼;7;12;12;12;7
👩🏾‍🤝‍👩🏽;7;12;12;12;7
👭🏾;2;4;4;4;2
👩🏾‍🤝‍👩🏿;7;12;12;12;7
👩🏿‍🤝‍👩🏻;7;12;12;12;7
👩🏿‍🤝‍👩🏼;7;12;12;12;7
👩🏿‍🤝‍👩🏽;7;12;12;12;7
👩🏿‍🤝‍👩🏾;7;12;12;12;7
👭🏿;2;4;4;4;2
👫🏻;2;4;4;4;2
👩🏻‍🤝‍👨🏼;7;12;12;12;7
👩🏻‍🤝‍👨🏽;7;12;12;12;7
👩🏻‍🤝‍👨🏾;7;12;12;12;7
👩🏻‍🤝‍👨🏿;7;12;12;12;7
👩🏼‍🤝‍👨🏻;7;12;12;12;7
👫🏼;2;4;4;4;2
👩🏼‍🤝‍👨🏽;7;12;12;12;7
👩🏼‍🤝‍👨🏾;7;12;12;12;7
👩🏼‍🤝‍👨🏿;7;12;12;12;7
👩🏽‍🤝‍👨🏻;7;12;12;12;7
👩🏽‍🤝‍👨🏼;7;12;12;12;7
👫🏽;2;4;4;4;2
👩🏽‍🤝‍👨🏾;7;12;12;12;7
👩🏽‍🤝‍👨🏿;7;12;12;12;7
👩🏾‍🤝‍👨🏻;7;12;12;12;7
👩🏾‍🤝‍👨🏼;7;12;12;12;7
👩🏾‍🤝‍👨🏽;7;12;12;12;7
👫🏾;2;4;4;4;2
👩🏾‍🤝‍👨🏿;7;12;12;12;7
👩🏿‍🤝‍👨🏻;7;12;12;12;7
👩🏿‍🤝‍👨🏼;7;12;12;12;7
👩🏿‍🤝‍👨🏽;7;12;12;12;7
👩🏿‍🤝‍👨🏾;7;12;12;12;7
👫🏿;2;4;4;4;2
👬🏻;2;4;4;4;2
👨🏻‍🤝‍👨🏼;7;12;12;12;7
👨🏻‍🤝‍👨🏽;7;12;12;12;7
👨🏻‍🤝‍👨🏾;7;12;12;12;7
👨🏻‍🤝‍👨🏿;7;12;12;12;7
👨🏼‍🤝‍👨🏻;7;12;12;12;7
👬🏼;2;4;4;4;2
👨🏼‍🤝‍👨🏽;7;12;12;12;7
👨🏼‍🤝‍👨🏾;7;12;12;12;7
👨🏼‍🤝‍👨🏿;7;12;12;12;7
👨🏽‍🤝‍👨🏻;7;12;12;12;7
👨🏽‍🤝‍👨🏼;7;12;12;12;7
👬🏽;2;4;4;4;2
👨🏽‍🤝‍👨🏾;7;12;12;12;7
👨🏽‍🤝‍👨🏿;7;12;12;12;7
👨🏾‍🤝‍👨🏻;7;12;12;12;7
👨🏾‍🤝‍👨🏼;7;12;12;12;7
👨🏾‍🤝‍👨🏽;7;12;12;12;7
👬🏾;2;4;4;4;2
👨🏾‍🤝‍👨🏿;7;12;12;12;7
👨🏿‍🤝‍👨🏻;7;12;12;12;7
👨🏿‍🤝‍👨🏼;7;12;12;12;7
👨🏿‍🤝‍👨🏽;7;12;12;12;7
👨🏿‍🤝‍👨🏾;7;12;12;12;7
👬🏿;2;4;4;4;2
👩‍❤️‍💋‍👨;8;11;11;11;8
👩‍❤‍💋‍👨;7;10;10;10;7
👨‍❤‍💋‍👨;7;10;10;10;7
👩‍❤‍💋‍👩;7;10;10;10;7
👩‍❤️‍👨;6;8;8;8;6
👩‍❤‍👨;5;7;7;7;5
👨‍❤‍👨;5;7;7;7;5
👩‍❤‍👩;5;7;7;7;5
👨‍👩‍👦;5;8;8;8;5
🗣️;2;3;3;3;2
🏻;1;2;2;2;1
🏼;1;2;2;2;1
🏽;1;2;2;2;1
🏾;1;2;2;2;1
🏿;1;2;2;2;1
🦰;1;2;2;2;1
🦱;1;2;2;2;1
🦳;1;2;2;2;1
🦲;1;2;2;2;1
🦍;1;2;2;2;1
🦧;1;2;2;2;1
🦮;1;2;2;2;1
🐕‍🦺;3;5;5;5;3
🦊;1;2;2;2;1
🦝;1;2;2;2;1
🦓;1;2;2;2;1
🦌;1;2;2;2;1
🦙;1;2;2;2;1
🦒;1;2;2;2;1
🦏;1;2;2;2;1
🦛;1;2;2;2;1
🐿️;2;3;3;3;2
🦔;1;2;2;2;1
🦇;1;2;2;2;1
🦥;1;2;2;2;1
🦦;1;2;2;2;1
🦨;1;2;2;2;1
🦘;1;2;2;2;1
🦡;1;2;2;2;1
🕊️;2;3;3;3;2
🦅;1;2;2;2;1
🦆;1;2;2;2;1
🦢;1;2;2;2;1
🦉;1;2;2;2;1
🦩;1;2;2;2;1
🦚;1;2;2;2;1
🦜;1;2;2;2;1
🦎;1;2;2;2;1
🦕;1;2;2;2;1
🦖;1;2;2;2;1
🦈;1;2;2;2;1
🦋;1;2;2;2;1
🦗;1;2;2;2;1
🕷️;2;3;3;3;2
🕸️;2;3;3;3;2
🦟;1;2;2;2;1
🦠;1;2;2;2;1
🏵️;2;3;3;3;2
🥀;1;2;2;2;1
☘️;2;2;2;2;2
🥭;1;2;2;2;1
🥝;1;2;2;2;1
🥥;1;2;2;2;1
🥑;1;2;2;2;1
🥔;1;2;2;2;1
🥕;1;2;2;2;1
🌶️;2;3;3;3;2
🥒;1;2;2;2;1
🥬;1;2;2;2;1
🥦;1;2;2;2;1
🧄;1;2;2;2;1
🧅;1;2;2;2;1
🥜;1;2;2;2;1
🥐;1;2;2;2;1
🥖;1;2;2;2;1
🥨;1;2;2;2;1
🥯;1;2;2;2;1
🥞;1;2;2;2;1
🧇;1;2;2;2;1
🥩;1;2;2;2;1
🥓;1;2;2;2;1
🥪;1;2;2;2;1
🥙;1;2;2;2;1
🧆;1;2;2;2;1
🥘;1;2;2;2;1
🥣;1;2;2;2;1
🥗;1;2;2;2;1
🧈;1;2;2;2;1
🧂;1;2;2;2;1
🥫;1;2;2;2;1
🥮;1;2;2;2;1
🥟;1;2;2;2;1
🥠;1;2;2;2;1
🥡;1;2;2;2;1
🦞;1;2;2;2;1
🦐;1;2;2;2;1
🦑;1;2;2;2;1
🦪;1;2;2;2;1
🧁;1;2;2;2;1
🥧;1;2;2;2;1
🥛;1;2;2;2;1
🥂;1;2;2;2;1
🥃;1;2;2;2;1
🥤;1;2;2;2;1
🧃;1;2;2;2;1
🧉;1;2;2;2;1
🧊;1;2;2;2;1
🥢;1;2;2;2;1
🍽️;2;3;3;3;2
🥄;1;2;2;2;1
🗺️;2;3;3;3;2
🧭;1;2;2;2;1
🏔️;2;3;3;3;2
⛰️;2;2;2;2;2
🏕️;2;3;3;3;2
🏖️;2;3;3;3;2
🏜️;2;3;3;3;2
🏝️;2;3;3;3;2
🏞️;2;3;3;3;2
🏟️;2;3;3;3;2
🏛️;2;3;3;3;2
🏗️;2;3;3;3;2
🧱;1;2;2;2;1
🏘️;2;3;3;3;2
🏚️;2;3;3;3;2
🛕;1;2;2;2;1
⛩️;2;2;2;2;2
🏙️;2;3;3;3;2
♨;1;1;1;1;1
🏎️;2;3;3;3;2
🏍️;2;3;3;3;2
🛵;1;2;2;2;1
🦽;1;2;2;2;1
🦼;1;2;2;2;1
🛺;1;2;2;2;1
🛴;1;2;2;2;1
🛹;1;2;2;2;1
🛣️;2;3;3;3;2
🛤️;2;3;3;3;2
🛢️;2;3;3;3;2
🛶;1;2;2;2;1
🛳️;2;3;3;3;2
⛴️;2;2;2;2;2
🛥️;2;3;3;3;2
✈;1;1;1;1;1
🛩️;2;3;3;3;2
🪂;1;2;2;2;1
🛰️;2;3;3;3;2
🛸;1;2;2;2;1
🛎️;2;3;3;3;2
🧳;1;2;2;2;1
⏱️;2;2;2;2;2
⏲️;2;2;2;2;2
🕰️;2;3;3;3;2
🌡️;2;3;3;3;2
☀;1;1;1;1;1
🪐;1;2;2;2;1
☁️;2;2;2;2;2
⛈️;2;2;2;2;2
🌤️;2;3;3;3;2
🌥️;2;3;3;3;2
🌦️;2;3;3;3;2
🌧️;2;3;3;3;2
🌨️;2;3;3;3;2
🌩️;2;3;3;3;2
🌪️;2;3;3;3;2
🌫️;2;3;3;3;2
🌬️;2;3;3;3;2
☂;1;1;1;1;1
⛱️;2;2;2;2;2
❄;1;1;1;1;1
☃;1;1;1;1;1
☄️;2;2;2;2;2
🧨;1;2;2;2;1
🧧;1;2;2;2;1
🎗️;2;3;3;3;2
🎟️;2;3;3;3;2
🎖️;2;3;3;3;2
🥇;1;2;2;2;1
🥈;1;2;2;2;1
🥉;1;2;2;2;1
⚾;1;1;1;1;1
🥎;1;2;2;2;1
🥏;1;2;2;2;1
🥍;1;2;2;2;1
🥊;1;2;2;2;1
🥋;1;2;2;2;1
🥅;1;2;2;2;1
⛸️;2;2;2;2;2
🤿;1;2;2;2;1
🛷;1;2;2;2;1
🥌;1;2;2;2;1
🪀;1;2;2;2;1
🪁;1;2;2;2;1
🧿;1;2;2;2;1
🕹️;2;3;3;3;2
🧩;1;2;2;2;1
🧸;1;2;2;2;1
♟️;2;2;2;2;2
♟;1;1;1;1;1
🖼️;2;3;3;3;2
🧵;1;2;2;2;1
🧶;1;2;2;2;1
🕶️;2;3;3;3;2
🥽;1;2;2;2;1
🥼;1;2;2;2;1
🦺;1;2;2;2;1
🧣;1;2;2;2;1
🧤;1;2;2;2;1
🧥;1;2;2;2;1
🧦;1;2;2;2;1
🥻;1;2;2;2;1
🩱;1;2;2;2;1
🩲;1;2;2;2;1
🩳;1;2;2;2;1
🛍️;2;3;3;3;2
🥾;1;2;2;2;1
🥿;1;2;2;2;1
🩰;1;2;2;2;1
🧢;1;2;2;2;1
⛑️;2;2;2;2;2
🎙️;2;3;3;3;2
🎚️;2;3;3;3;2
🎛️;2;3;3;3;2
🪕;1;2;2;2;1
☎;1;1;1;1;1
🖥️;2;3;3;3;2
🖨️;2;3;3;3;2
⌨️;2;2;2;2;2
🖱️;2;3;3;3;2
🖲️;2;3;3;3;2
🧮;1;2;2;2;1
🎞️;2;3;3;3;2
📽️;2;3;3;3;2
🕯️;2;3;3;3;2
🪔;1;2;2;2;1
🗞️;2;3;3;3;2
🏷️;2;3;3;3;2
🧾;1;2;2;2;1
✉;1;1;1;1;1
🗳️;2;3;3;3;2
✏️;2;2;2;2;2
✒️;2;2;2;2;2
🖋️;2;3;3;3;2
🖊️;2;3;3;3;2
🖌️;2;3;3;3;2
🖍️;2;3;3;3;2
🗂️;2;3;3;3;2
🗒️;2;3;3;3;2
🗓️;2;3;3;3;2
🖇️;2;3;3;3;2
✂;1;1;1;1;1
🗃️;2;3;3;3;2
🗄️;2;3;3;3;2
🗑️;2;3;3;3;2
🗝️;2;3;3;3;2
🪓;1;2;2;2;1
⛏️;2;2;2;2;2
⚒️;2;2;2;2;2
🛠️;2;3;3;3;2
🗡️;2;3;3;3;2
⚔️;2;2;2;2;2
🛡️;2;3;3;3;2
⚙️;2;2;2;2;2
🗜️;2;3;3;3;2
⚖️;2;2;2;2;2
🦯;1;2;2;2;1
⛓️;2;2;2;2;2
🧰;1;2;2;2;1
🧲;1;2;2;2;1
⚗️;2;2;2;2;2
🧪;1;2;2;2;1
🧫;1;2;2;2;1
🧬;1;2;2;2;1
🩸;1;2;2;2;1
🩹;1;2;2;2;1
🩺;1;2;2;2;1
🛏️;2;3;3;3;2
🛋️;2;3;3;3;2
🪑;1;2;2;2;1
🪒;1;2;2;2;1
🧴;1;2;2;2;1
🧷;1;2;2;2;1
🧹;1;2;2;2;1
🧺;1;2;2;2;1
🧻;1;2;2;2;1
🧼;1;2;2;2;1
🧽;1;2;2;2;1
🧯;1;2;2;2;1
🛒;1;2;2;2;1
⚰️;2;2;2;2;2
⚱️;2;2;2;2;2
⚠;1;1;1;1;1
☢️;2;2;2;2;2
☣️;2;2;2;2;2
⬆;1;1;1;1;1
↗;1;1;1;1;1
➡️;2;2;2;2;2
↘;1;1;1;1;1
⬇;1;1;1;1;1
↙;1;1;1;1;1
⬅;1;1;1;1;1
↖️;2;2;2;2;2
↕️;2;2;2;2;2
↩;1;1;1;1;1
↪;1;1;1;1;1
⤴;1;1;1;1;1
⤵;1;1;1;1;1
⚛️;2;2;2;2;2
🕉️;2;3;3;3;2
✡;1;1;1;1;1
☸️;2;2;2;2;2
☯️;2;2;2;2;2
✝;1;1;1;1;1
☦️;2;2;2;2;2
☪️;2;2;2;2;2
☮️;2;2;2;2;2
▶;1;1;1;1;1
⏭️;2;2;2;2;2
⏯️;2;2;2;2;2
◀;1;1;1;1;1
⏮️;2;2;2;2;2
⏸️;2;2;2;2;2
⏹️;2;2;2;2;2
⏺️;2;2;2;2;2
⏏️;2;2;2;2;2
⏏;1;1;1;1;1
♀️;2;2;2;2;2
♀;1;1;1;1;1
♂️;2;2;2;2;2
♂;1;1;1;1;1
⚕️;2;2;2;2;2
⚕;1;1;1;1;1
♾️;2;2;2;2;2
♾;1;1;1;1;1
♻️;2;2;2;2;2
⚜️;2;2;2;2;2
☑;1;1;1;1;1
✔;1;1;1;1;1
✖;1;1;1;1;1
〽;1;1;1;1;1
✳;1;1;1;1;1
✴;1;1;1;1;1
❇;1;1;1;1;1
‼;1;1;1;1;1
⁉;1;1;1;1;1
〰️;2;2;2;2;2
#️⃣;3;3;3;3;3
🅰;1;0;2;2;1
🅱;1;0;2;2;1
ℹ️;2;0;2;2;2
Ⓜ;1;0;1;1;1
🅾;1;0;2;2;1
🅿;1;0;2;2;1
🈂;1;2;2;2;1
🈷️;2;3;3;3;2
🈯;1;2;2;2;1
🈚;1;2;2;2;1
㊗️;2;2;2;2;2
㊙️;2;2;2;2;2
🟠;1;2;2;2;1
🟡;1;2;2;2;1
🟢;1;2;2;2;1
🟣;1;2;2;2;1
🟤;1;2;2;2;1
🟥;1;2;2;2;1
🟧;1;2;2;2;1
🟨;1;2;2;2;1
🟩;1;2;2;2;1
🟦;1;2;2;2;1
▪;1;1;1;1;1
▫️;2;2;2;2;2
🏳️;2;3;3;3;2
🏳️‍🌈;4;6;6;6;4
🏴‍☠️;4;5;5;5;4
🏴‍☠;3;4;4;4;3
🇺🇳;2;4;4;4;2
🏴󠁧󠁢󠁥󠁮󠁧󠁿;7;14;14;14;7
🏴󠁧󠁢󠁳󠁣󠁴󠁿;7;14;14;14;7
🏴󠁧󠁢󠁷󠁬󠁳󠁿;7;14;14;14;7